MARK							
Time:	4.74367E+18	x:	11.134967	y:	25.727532	z:	1.101333
Time:	4.74367E+18	x:	11.775489	y:	24.234092	z:	0.978667
Time:	4.74367E+18	x:	12.472556	y:	22.586573	z:	0.882667
Time:	4.74367E+18	x:	13.119181	y:	20.944743	z:	0.733333
Time:	4.74367E+18	x:	13.820475	y:	19.281713	z:	0.706667
Time:	4.74367E+18	x:	14.456734	y:	17.574391	z:	0.92
Time:	4.74367E+18	x:	15.108476	y:	15.921807	z:	1.378667
Time:	4.74367E+18	x:	15.77791	y:	14.26655	z:	1.634667
Time:	4.74367E+18	x:	16.461108	y:	12.613846	z:	1.634667
Time:	4.74367E+18	x:	17.109466	y:	10.978389	z:	1.090667
Time:	4.74367E+18	x:	17.716651	y:	9.335982	z:	0.882667
Time:	4.74367E+18	x:	18.379289	y:	7.731718	z:	0.882667
Time:	4.74367E+18	x:	19.046757	y:	6.109504	z:	1.074667
Time:	4.74367E+18	x:	19.719165	y:	4.512349	z:	1.064
Time:	4.74367E+18	x:	20.442012	y:	2.902227	z:	1.096
Time:	4.74367E+18	x:	21.181346	y:	1.28816	z:	0.925333
Time:	4.74367E+18	x:	21.807069	y:	-0.332704	z:	1.021333
Time:	4.74367E+18	x:	22.49244	y:	-1.929371	z:	1.08
Time:	4.74367E+18	x:	23.243042	y:	-3.527054	z:	1.341333
Time:	4.74367E+18	x:	23.921139	y:	-5.100232	z:	1.156064
Time:	4.74367E+18	x:	24.578995	y:	-6.730955	z:	1.048
Time:	4.74367E+18	x:	25.241333	y:	-8.350617	z:	1.010667
Time:	4.74367E+18	x:	25.922799	y:	-9.935011	z:	1.058667
Time:	4.74367E+18	x:	26.641409	y:	-11.527411	z:	0.878463
Time:	4.74367E+18	x:	27.300204	y:	-13.092875	z:	0.702139
Time:	4.74367E+18	x:	28.04821	y:	-14.641199	z:	0.494922
Time:	4.74367E+18	x:	28.654	y:	-16.222885	z:	1.213333
Time:	4.74367E+18	x:	29.285527	y:	-17.773375	z:	1.250667
Time:	4.74367E+18	x:	29.963816	y:	-19.313451	z:	1.352
Time:	4.74367E+18	x:	30.5976	y:	-20.838251	z:	1.533333
Time:	4.74367E+18	x:	31.233337	y:	-22.316614	z:	1.501333
MARK							
Time:	4.74367E+18	x:	31.510313	y:	-22.471881	z:	1.293333
MARK							
Time:	4.74367E+18	x:	30.718496	y:	-21.072924	z:	1.133333
Time:	4.74367E+18	x:	29.964519	y:	-19.608678	z:	1.112
Time:	4.74367E+18	x:	29.192002	y:	-18.035185	z:	1.213333
Time:	4.74367E+18	x:	28.534923	y:	-16.522014	z:	1.341333
Time:	4.74367E+18	x:	27.828812	y:	-14.947911	z:	1.4
Time:	4.74367E+18	x:	27.142875	y:	-13.363566	z:	1.485333
Time:	4.74367E+18	x:	26.475309	y:	-11.822823	z:	1.485333
Time:	4.74367E+18	x:	25.796461	y:	-10.297806	z:	1.416
Time:	4.74367E+18	x:	25.052147	y:	-8.779411	z:	1.405333
Time:	4.74367E+18	x:	24.270973	y:	-7.230312	z:	1.224
Time:	4.74367E+18	x:	23.538348	y:	-5.717698	z:	1.266667
Time:	4.74367E+18	x:	22.81389	y:	-4.17173	z:	1.074667
Time:	4.74367E+18	x:	22.078974	y:	-2.645249	z:	1.202667
Time:	4.74367E+18	x:	21.266248	y:	-1.096357	z:	1.149333
Time:	4.74367E+18	x:	20.501269	y:	0.44163	z:	1.085333
Time:	4.74367E+18	x:	19.653659	y:	1.996128	z:	1
Time:	4.74367E+18	x:	18.878473	y:	3.532748	z:	1.149333
Time:	4.74367E+18	x:	18.069912	y:	5.086871	z:	1.117333
Time:	4.74367E+18	x:	17.293683	y:	6.629754	z:	1.170667
Time:	4.74367E+18	x:	16.470456	y:	8.144437	z:	1.021333
Time:	4.74367E+18	x:	15.648281	y:	9.673692	z:	1.298667
Time:	4.74367E+18	x:	14.857646	y:	11.253154	z:	1.298667
Time:	4.74367E+18	x:	14.092864	y:	12.804714	z:	1.234667
Time:	4.74367E+18	x:	13.265062	y:	14.287591	z:	1.154667
Time:	4.74367E+18	x:	12.448368	y:	15.834606	z:	1
Time:	4.74367E+18	x:	11.607252	y:	17.354331	z:	1.106667
Time:	4.74367E+18	x:	10.786241	y:	18.862364	z:	1.101333
Time:	4.74367E+18	x:	9.98259	y:	20.334518	z:	1.24
Time:	4.74367E+18	x:	9.19855	y:	21.798135	z:	1.544
Time:	4.74367E+18	x:	8.430465	y:	23.163685	z:	1.682667
Time:	4.74367E+18	x:	8.196172	y:	23.63004	z:	1.981333
MARK							
Time:	4.74367E+18	x:	7.962583	y:	24.260475	z:	1.586667
